target,f1,f2,f3,f4,f5,f6
31,145.9,598.1,-66.5,157,30.5,261
25.1,133.9,507.8,-34.4,76,23.4,246.4
26.9,248.6,2637.4,-89.2,102,53.7,835
0,70.8,73.3,-25.1,16,12.2,42.9
17.4,119.5,1146,-23.3,41,23.5,490.5
0,134.2,1390.8,-82.5,150,32.6,650.8
28.5,81.7,119.8,-25.5,82,12.8,69.3
28.4,96.6,392.8,-21.9,21,19.6,188.5
27.8,242,2705.9,-85.7,102,53.7,835
44.3,88,279.6,-28.2,94,15.6,152.1
25.9,141.9,522.5,-30.3,34,23.4,246.4
25.8,54.7,27.7,-11.4,40,6.7,22.4
21.9,57.8,75.7,-18.8,77,10.4,45.7
0,329.6,5098,-199.1,154,78.2,1416.6
37.3,144.2,512.6,-37.1,48,23.4,246.4
0,138.5,974.3,-64.6,85,27,379.6
40.9,233.3,2841.2,-157,70,54,887
39.1,95,126.3,-25.1,88,13.6,61.9
42.2,105.2,509.7,-45.6,120,20.9,253.4
0,36.7,18.3,-12.5,7,6.3,16.6
0,254.9,6741.6,-233.1,92,72.5,2024
0,62.8,28.9,-26.2,3,11,16.6
45.4,90.3,205,-34.2,81,16.3,116.2
0,183.9,3055.9,-117.5,201,42.8,1126.9
45.3,97.1,305.3,-31.8,117,17.1,174.7
43.7,90.5,136.9,-28.9,14,14.8,72.9
0,122.3,831.2,-74.3,41,33.2,363.8
37.9,73,40.2,-23.3,70,10.1,24.9
34.4,49.3,43.8,-13.4,21,7.2,34
0,190.8,1159.3,-80.6,63,40.5,407.1
44.8,101.3,285.6,-25.7,26,19.4,152.1
26.4,132,475.5,1.7,45,22.3,205.9
0,88.6,183.8,-47.8,62,16.4,101.9
38.4,48.1,44.2,-11.8,11,7.9,31.7
15.9,40,22.2,-10.6,24,5.4,16.5
0,102.5,396.9,-55.1,236,19.1,211.9
24,56.1,42,-11.7,12,7.9,31.7
0,70.7,128.2,-18.1,12,12.9,80.8
0,50.9,46.1,-16.2,8,9.4,31.3
0,82.9,190.9,-36.9,58,16.2,120.6
0,80.7,213.1,-28.6,22,14.5,110.9
0,79.1,103.7,-25.2,25,14.4,61.9
0,89.2,167,-32,17,10.8,48.6
26.3,214.3,1958.2,-62.7,68,40.3,674.6
35.3,107,101.4,-16.3,34,15.4,58.7
24.9,70.4,139.3,-24.3,91,12,80.9
19.2,67.2,53.3,-20.3,9,7.9,29.2
35.2,132.5,608.9,-33.2,30,24.7,275.4
44.1,144.8,1436.2,-60,157,30.8,605.7
42.3,87.4,277.8,-28.3,94,15.6,152.1
28.7,155.7,1163.7,-48.8,51,27.1,442.6
48,37.7,11.7,-8.3,30,5.1,10.2
22.2,63.9,133.5,-15.7,15,9.6,80.4
33.3,127.2,1162,-40.2,39,23.5,490.5
0,86.6,214.2,-44.8,31,16.5,130.5
42.5,166.8,1436.9,-72.1,175,36.2,584.7
47.7,84.4,135.8,-26.1,22,13.2,80.6
36.3,240.9,2621.9,-120,87,54,887
0,142.2,1154,-79.5,46,32.3,492
0,96.3,299,-50.9,98,17.8,163.4
30.2,179.8,1722.8,-69.7,87,40.3,674.6
21,197.6,4096.2,-116,63,47.3,1412.5
16.1,120.8,733,-44.3,30,24.9,363
39.5,83.7,96,-29.1,22,13.8,55.4
0,148,1648.9,-83,197,33,652
47.6,125.8,717.6,-56.1,31,26.2,321.1
0,40.6,58.9,-10.4,20,6.8,48.1
48.3,148.3,807.1,-69.7,79,32,346.6
19.2,45.5,22.3,-8.3,24,5.4,16.5
14.1,52.6,42.8,-14.5,17,8.8,29.2
40.5,230,5177.3,-114.5,123,54,1806.7
42.9,98.7,348,-44.2,120,20.8,169.1
21.4,84.6,198.3,-35.5,87,16.3,116.2
34.7,93.9,265.8,-22.1,67,16.6,141.4
23,47.4,39.8,-12.4,15,7.9,31.7
33.1,140.5,605.9,-51.3,23,21.5,218.8
28.2,43.1,19.5,-10.8,5,6.3,16.6
0,295.2,7626.5,-198.3,146,71.8,2229.6
0,163.2,2105.9,-107.1,52,36.5,807.7
35.5,98,275.4,-28.5,102,15.8,140.3
37.8,60.9,117.9,-19.4,11,10.5,76.5
29.4,108.3,384.8,-41.7,119,20.5,175.1
25.1,100.1,384.3,-41.3,15,19.3,211.8
0,208.3,2100.7,-70.6,80,32.7,521.5
29.5,87.3,121,-26.6,86,13.6,61.9
31.1,87.6,168,-28.1,82,14.2,84.4
0,91.5,396.6,-44,80,20.2,212.4
0,85.3,172.6,-33.7,64,14.4,84.4
44.3,90.9,229,-47.8,40,18.2,121.2
0,54.6,55.2,-22.2,20,9.3,32
43.5,132.9,602.8,-24,35,22.3,282.2
23.9,70.3,52.5,-20.9,58,10.7,34.6
27.1,95.9,230.5,-10.2,16,16.6,111.1
32.4,113.2,503.1,-55.7,27,21.6,267.7
0,167.2,1333,-67.2,70,34.9,532.9
41.3,116.1,429.6,-13.3,54,22.3,205.9
32.9,87,125.9,-24.5,65,13.6,61.9
0,108.6,432.7,-85,112,23.1,218.8
0,57.4,36.7,-27.1,11,9.6,27.3
0,203.5,4515,-142,113,58.1,1533.8
28.9,51.5,34.8,-7.9,50,5.1,13.2
19.7,77.9,43.2,-18.6,10,8.6,20.5
0,137.2,520.4,-90.5,47,30.6,225.5
22.9,245,4723.8,-126,44,48.3,1550.5
27.6,90,250.8,-31.3,34,15.7,151.9
18.4,52.6,35,-8.4,50,5.1,13.2
32.3,85.4,135.1,-29.7,14,14.8,72.9
31,93.7,392.2,-21.5,19,19.6,188.5
37.2,125.8,939.4,-30.6,27,22,345
30.9,53.1,43.1,-12.5,24,7.2,34
41,87.9,207.8,-34.7,92,16.3,116.2
0,70.6,185.6,-43.1,23,14.9,110.9
37.9,162.1,1452,-74.8,181,36.2,584.7
38.2,112.7,309.1,-9,31,16.6,111.1
0,100.2,435.9,-48.7,29,20,239.2
0,179.4,1351.6,-112.5,251,38.8,482.7
24.6,83.6,104.8,-28.9,98,13.9,58.7
0,64.9,65.4,-27.4,38,11.3,42.5
16.9,57.9,42.4,-15.8,126,8.8,31.8
33.2,59.5,43,-13.8,120,8.8,31.8
35.6,138,503.5,-13,67,22.3,205.9
27.3,112,781.4,-80.6,39,27.2,353.9
40.5,124.3,932.3,-65.9,59,25.4,388.5
40,226.1,4107.2,-82.8,68,47.3,1412.5
46.7,141.7,942.3,-58.3,67,25.4,388.5
43,70.7,41.4,-23.3,69,10.1,24.9
15.6,119.1,738.5,-40.1,30,24.9,363
46.4,92.5,269.8,-27.7,32,16.6,141.4
30.1,107.5,838.8,-22.1,24,22,345
42.7,64.5,137.7,-15.3,20,9.6,80.4
45.1,76.4,164.8,-26.3,81,13.4,97
38.1,111.9,583.9,-34.4,43,22.3,282.2
38.8,180.1,1984.5,-85.3,46,39,745.9
47.3,140.2,1397.4,-59.6,166,30.8,605.7
0,98.3,267.3,-17,15,15.7,111.6
0,71.7,133,-44.5,59,13.5,77
0,79.4,119.3,-20.9,31,13.1,80.5
31.5,89.7,266.3,-24.9,39,15.6,136.4
0,277.9,6221.4,-121,112,60.7,1623.4
35.8,145.5,1471.1,-61,181,30.8,605.7
0,131.2,1323,-64.5,49,31.1,532
25,119.6,1146.3,-36.4,54,23.5,490.5
30.2,51.9,33.4,-7.8,47,5.1,13.2
0,96.7,215.3,-37,94,17.1,116
35.8,189.3,1787.7,-47.9,70,40.3,674.6
27.5,85.8,167.8,-27.5,76,14.2,84.4
0,137.3,885.9,-68.9,40,29.1,379.9
23.1,33.4,13.1,-6.6,34,4,10
30.9,132,1191.3,-32.1,40,23.5,490.5
30.3,48.2,29,-12,34,7.1,24.9
0,163.2,1916.7,-85,230,35.8,733.7
0,238.7,3163.8,-135.2,141,47.7,969.3
29.7,240.8,4697,-126,39,48.3,1550.5
0,87.5,273.6,-47.9,18,17.3,152.4
40.3,68.4,40.4,-22.1,75,10.1,24.9
29.4,43.7,18.9,-10,7,6.3,16.6
23.7,53.8,42.9,-5.3,11,7.9,31.7
0,350.3,8392,-161.1,533,71.3,2401.2
22.8,85.6,166.9,-27.8,82,14.2,84.4
0,99.5,316.9,-56.8,100,18.9,168.7
44.2,141.3,496.4,-31.2,48,23.4,246.4
37.7,97.7,102.3,-22.9,91,13,49
0,130.9,385.8,-45.4,22,19.7,151.9
47.5,85.2,46.8,-25.6,27,13.1,27.1
19.5,115.7,579.9,-43.7,126,21.7,290.4
47.9,147.1,805.1,-70.2,71,32,346.6
40.2,90.5,110.8,-31,25,15.6,65.4
40,104.1,331.4,-33.1,72,17.6,192.2
43.5,124,902.1,-41.6,22,22,345
40.1,92.4,367.8,-43.7,35,19.6,199.7
34.5,75.9,95.4,-24.2,20,12.3,62.1
0,107.3,605.4,-47.3,26,24.1,274.4
0,144.9,748.8,-96.9,58,34.9,313.5
0,241.6,3630.9,-130.6,369,60.4,1114.2
32,151,1143,-47.3,69,27.1,442.6
25.1,101.2,103.9,-17.4,42,15.4,58.7
0,132.3,854.3,-73.5,199,27.5,371.1
0,99.2,411.3,-46.6,24,14.8,141.2
36.2,96.1,256.8,-31.6,40,17.4,141.5
34.5,79.9,247.5,-7.9,27,15.6,136.4
39.1,79.6,271.6,-28.6,87,15.6,152.1
36.5,50.6,37.5,-23.5,10,7.9,29.2
0,308.9,8907.9,-163.7,136,72.8,2402.7
37.1,188.7,1979.8,-76.6,55,39,745.9
45.5,97.4,355.6,-44.5,120,20.8,169.1
28.3,126,783,-37.9,47,27.2,353.9
39,91,164.8,-41.6,88,17.2,97.3
45.9,119.8,912.9,-63.2,61,25.4,388.5
47.1,100.7,372.3,-34.6,41,19.6,199.7
37.5,53.9,30,-11.9,44,6.7,22.4
33.3,33.7,14.1,-6.6,33,4,10
33.8,122.3,601.9,-54.7,24,24.7,275.4
0,126.6,795.3,-64.7,127,29.2,354.6
40.9,78.8,129.2,-26.4,15,13.2,80.6
27.4,120,1131.8,-23.3,41,23.5,490.5
36,185.5,1606.2,-92.4,94,38.8,629
0,163.2,1007.4,-80.4,62,32.8,398
49.9,97.6,305.4,-32.1,119,17.1,174.7
34.6,70.9,104.2,-30.7,23,10.9,68.9
33.9,140.6,607,-53.2,27,24.7,275.4
42.8,55.5,109.7,-20,23,10.2,76.4
0,56.5,52.5,-23.1,49,7.8,36.4
29.2,64.3,123.1,-18.7,7,10.5,76.5
44.9,99.9,366.7,-29,33,19.6,199.7
25,110.2,380,-43.1,118,20.5,175.1
0,103.4,400.2,-60.9,34,20.8,205.4
36,82.6,211.7,-28.6,80,14.5,115.6
0,139.7,2053.3,-102.4,66,34.7,820.6
42.5,186.3,1755.7,-48.1,72,40.3,674.6
0,39,16.4,-11.6,9,6.6,14.8
45,94.1,304.2,-32.6,120,17.1,174.7
0,131.1,473.2,-76.3,50,29.8,219.6
49.6,134.3,537.8,-5.1,84,20.9,253.4
41.4,198.8,2511.6,-143,71,54,887
43.7,88.7,138.6,-29.4,21,14.8,72.9
28.3,169.8,1454.2,-74.4,187,36.2,584.7
43.6,111.6,526.4,-38.4,53,22.4,219.2
0,105.1,240.4,-56.5,59,14,106.1
40.1,76.6,95.5,-25,30,12.3,62.1
20.8,151.8,1156.5,-40.3,48,27.1,442.6
27.1,137.8,515.5,-51.1,41,23.4,246.4
0,50.8,19.2,-11.3,19,7.4,13.3
40.2,91,296.2,-20.6,31,16.6,141.4
0,119.9,729.4,-38.9,17,30.3,345.9
0,130.2,952.4,-63.5,88,27.5,442.9
0,115.4,542.1,-39.1,38,19,218
32.5,156.7,1159.5,-47.8,49,27.1,442.6
38.4,71.7,40.4,-22.7,70,10.1,24.9
28.4,247,2815.3,-126,70,54,887
0,185,3899.3,-133,119,50.9,1396.8
0,122.9,417.4,-75.4,18,19,152.6
21,50.4,42.8,-13.5,11,7.9,31.7
44.8,96.4,255.8,-22,19,17.4,141.5
46.6,50.9,43.3,-12.9,15,7.2,34
45.8,93.8,303.7,-33,121,17.1,174.7
21.7,50.6,42.8,-21,11,7.9,31.7
0,114.3,400.1,-52.6,33,22.8,193.3
0,137.5,499.6,-63.7,42,26,219.6
33.2,147.4,592.9,-50.3,40,21.5,218.8
22.3,81.5,92.7,-28,32,13.8,55.4
38.9,86.2,301.5,-20.4,26,13.2,151.3
28.2,81.4,120.4,-25.3,82,12.8,69.3
0,78.4,185.4,-37.7,9,15.2,106.9
21.9,250.6,4739.8,-94.7,38,48.3,1550.5
46.5,56.6,17,-13.9,21,7.6,14.7
0,182.2,2608.4,-103,61,40.3,1023.6
36.8,134.1,606.2,-4.5,32,24.7,275.4
31.5,138.5,917.6,-59.2,62,25.4,388.5
45.4,54.5,43.3,-22,14,7.9,29.2
0,107.7,243.4,-43.5,25,23.5,107.1
41.6,225.4,5153.5,-115.9,149,54,1806.7
41.3,82,123.1,-29.4,72,13.6,61.9
46.4,95.6,302.7,-32.4,122,17.1,174.7
27.8,119.8,466.7,-67.9,18,21.5,218.8
0,123.7,603.2,-72,196,29.1,282.5
37.4,98.6,336.5,-35.5,79,17.6,192.2
0,194.4,2364.4,-119.2,82,47.1,784.2
43.4,139.9,525.2,-60.7,47,28.8,233.4
39.5,124.6,785.4,-35.7,50,27.2,353.9
13.9,55,43.6,-6.8,15,8.8,29.2
0,142.6,683.6,-11.4,45,28.4,290.1
29.6,65.1,103,-31.8,14,10.9,68.9
47.3,184.1,2049.1,-97,69,39,745.9
37.4,75.9,156.1,-27.3,75,13.4,97
48.9,120.3,711.6,-56.1,47,26.2,321.1
24.8,154.8,874.3,-31,54,22.3,205.9
26,238.8,4718.8,-120,70,48.3,1550.5
39,99.5,327.1,-35.3,94,17.6,192.2
28.7,58.4,75.3,-19,59,10.4,45.7
16.5,78.3,94.4,-30.6,98,13,49
0,137.5,596.5,-56.3,32,27.5,275.3
0,135.1,921.1,-58.9,30,29.4,406.4
0,160.9,1530,-103.9,185,40,553.5
45,108.4,277.2,-15.1,25,19.4,152.1
18.9,48.6,37.9,-10.1,13,7.9,31.7
0,95,208.2,-37.2,161,16.2,125.5
47.3,94.8,289.7,-25.2,41,16.6,141.4
0,193,2678.4,-114.7,54,41,1052.9
45.6,91.2,287.2,-34.4,39,17.9,162.6
0,149.7,930.8,-70.9,71,32.9,380.8
0,102.4,905.9,-45.3,17,22.2,414.4
47.1,97.7,381.3,-37.2,37,18,205.4
39,80.4,128.6,-4.6,26,13.2,80.6
0,118.8,485,-44.4,50,26.1,232.8
36,95.4,265.3,-36.4,25,17.4,141.5
33.3,97.5,263.1,-33.5,23,17.4,141.5
23,221.6,4095.8,-81.2,61,47.3,1412.5
35.8,110.9,393,-35.9,29,19.3,211.8
36.3,136.4,973.9,-60,168,28.1,406.1
28.8,131.1,520.8,-50.2,22,21.5,218.8
0,58.1,34.4,-16.2,7,9.5,26.9
0,86.3,140.7,-37,103,15.3,77.1
15.8,40.5,22.3,-10.2,32,5.4,16.5
30,155.4,856.2,-25.1,55,22.3,205.9
46.6,119.5,702.9,-57,38,26.2,321.1
0,128.2,680.7,-61.7,104,29.2,267.9
0,130.1,1116.1,-97.8,175,30.1,501.8
31,98.3,518.1,-32.1,26,18.8,259.9
27.6,240.2,2807.5,-113,73,54,887
22.5,57.9,76.6,-18.6,75,10.4,45.7
31.3,112.5,871,-31.6,17,22,345
35.1,181.6,1598.1,-104,90,38.8,629
24.3,86.4,96.2,-25.5,97,13,49
41.7,56.6,71.4,-17.7,50,9.3,54.5
43.8,97.1,344.3,-30.9,26,16.6,141.4
10.1,34.9,14.4,-10.1,42,5.2,13.3
0,59.5,17.8,-17.6,50,8.4,13.6
48.4,224.4,2827.2,-97,66,46.8,927.6
40.4,225.6,5161.8,-115.1,144,54,1806.7
35.8,89.9,219.5,-28.5,81,15.2,116.5
0,218.4,3759.8,-127.5,71,50.7,1315.2
41.5,88.2,273.2,-18.7,39,15.6,136.4
46.6,92.4,304.3,-34.1,127,17.1,174.7
29.6,47.7,31.4,-12,42,7.1,24.9
25.5,116.6,335.6,141,23,23.4,158.1
35.4,232.6,2827.2,-157,58,54,887
34.5,55.1,33.7,-10.8,38,7.1,24.9
45.7,137.2,947.5,-56.7,48,29.4,424.9
34,68,134.3,-15.4,25,9.6,80.4
43,137.6,473.4,-57.6,69,27.3,206.1
27,227.2,4140.4,-82.8,63,47.3,1412.5
0,172.3,2776.4,-88,49,38.1,1023.8
27.2,64.1,74.6,-16.2,49,9.3,54.5
42.5,58.3,111.2,-19.1,31,10.2,76.4
47,126,716.4,-55.3,54,26.2,321.1
0,61.9,84.9,-15.4,31,8.7,48.3
15.6,41.7,21.9,-11,20,5.4,16.5
49.1,99,243.2,-13.7,16,16.6,111.1
25,59.5,75.6,-16.1,49,9.3,54.5
31.7,133.8,480.3,-33,51,22.3,205.9
0,82.1,317.5,-40.9,29,16.1,186.8
0,118.7,553.3,-54.5,37,21.8,239
27.2,167.3,1621.6,-77.5,76,35.2,674.4
0,211.5,1751.3,-74.4,53,41,532.3
23.8,103.7,105.2,-20.3,35,15.4,58.7
0,151.6,912.9,-78.3,47,29.9,371.4
0,46.1,27.7,-11.1,3,5.9,16.6
27.8,119.4,1156.4,-46.4,53,23.5,490.5
38.3,94,262.3,-33.8,29,17.4,141.5
0,67.5,106.1,-27.1,18,9.6,58
14.7,53.8,43.2,-5.6,13,8.8,29.2
0,118.5,590.5,-72.3,78,32.4,275.9
36.6,133,981.8,-57.5,154,28.1,406.1
45.1,94,378.5,-37.9,39,18,205.4
0,142.7,576.9,-72.1,82,25.8,233
39.1,95.4,277.5,-29,102,15.8,140.3
27.9,111.2,835.9,-10.2,25,22,345
18.2,55.9,41.5,-15.3,126,8.8,31.8
42.9,81,46.3,-26.9,32,13.1,27.1
22.5,57.7,41.7,-14.7,125,8.8,31.8
29.2,121.7,1133.5,-41.3,44,23.5,490.5
49.1,90.6,134.3,-29.5,18,14.8,72.9
35.2,183.6,1610.7,-100,99,38.8,629
0,97.7,301.8,-34.6,125,17.1,174.7
16.3,41.6,21.6,-10.7,20,5.4,16.5
0,100.6,257.1,-53.6,88,14.6,120.9
0,162.6,1404.5,-84.8,54,36.9,553.6
0,113.2,310.6,-49,55,20.9,146.8
42.2,98,343.4,-44.5,126,20.8,169.1
0,163.2,1187.3,-41.4,79,33.1,472.1
49.7,63.6,52,-8.9,14,8.5,34.3
0,81.3,124.9,-36.4,30,14.2,76.7
47.6,136.6,984.3,-58.3,174,28.1,406.1
0,99.7,373.8,-31.2,32,17.6,169.6
32.9,115.3,448.7,-21.3,34,16.6,141.4
0,88.9,85.8,-32.5,18,12.3,51.7
31.2,115.4,1143.1,-33.8,47,23.5,490.5
0,161.2,1419.5,-72.5,39,33.1,553.2
46.3,90,287.3,-34.2,35,17.9,162.6
43,136.9,983.8,-54.9,144,28.1,406.1
18.3,254,4723.4,-96.2,38,48.3,1550.5
34.1,224.7,4120.9,-66.2,60,47.3,1412.5
36.4,104.3,260.9,-43.4,39,21.4,146.9
28.1,121.8,892.9,-67,46,25.4,388.5
34.5,86,263.4,-23.2,32,15.6,136.4
46.4,192.7,1964.8,-78.7,48,39,745.9
46.1,104.3,286.2,-26.1,27,19.4,152.1
23.3,63.2,129.6,-16.2,15,9.6,80.4
28.9,139.8,1412.5,-41.8,48,31.5,584.4
25.2,207,2483.8,-117,98,53.7,835
27.2,151.4,604.7,-65,147,30.5,261
47.9,130.1,450,-57.1,55,27.3,206.1
0,87.5,148.9,-49,15,16,76.9
28,143.8,510.8,-24.6,40,23.4,246.4
49.9,87,100.6,-12.8,29,14.9,54.9
31.4,163.7,1733.7,-72,65,40.3,674.6
24.9,154.3,836.6,-22.4,55,22.3,205.9
0,144.5,1249.4,-118.4,237,35.4,491.9
37.3,184.7,3988.7,-83.7,81,47.3,1412.5
29.3,61.7,103.7,-31.9,13,10.9,68.9
0,190.6,3668.8,-142.5,111,47.2,1297
36.7,166.3,1453.7,-42.8,53,31.5,584.4
33.6,157.3,1108.6,-51.3,34,32.2,461.9
0,144.7,808.1,-57.3,186,24.1,313.6
33.8,96.6,101.9,-21.4,37,15.4,58.7
28.9,124.6,605.9,-56.1,29,24.7,275.4
41.3,96.7,208.9,-33.1,77,16.3,116.2
31.9,237.8,2625.5,-147,82,54,887
44.8,96.5,274.7,-18.7,27,16.6,141.4
29.4,77.7,122.4,-16.7,13,10.5,76.5
29.2,217.5,4101.1,-92.8,65,47.3,1412.5
21.1,39.7,14.5,-10,42,5.2,13.3
35.1,139.9,908.3,-40.8,49,25.4,388.5
38.6,126.3,463.9,-58.7,62,27.3,206.1
0,42.4,24.8,-7.2,19,7.7,18.6
36.6,77.6,125.8,-16.9,14,10.5,76.5
0,97.8,418.9,-45.7,27,21.3,199.2
35.2,85.2,274.2,-29.3,85,15.6,152.1
42.5,58.3,111.2,-19.2,31,10.2,76.4
16.3,54.4,42.6,-13.2,14,8.8,29.2
48.8,153.3,846.2,-70.1,45,27.2,353.9
25.5,107,495.8,-49.8,27,21.6,267.7
18.1,133.5,402.6,-17.3,41,23.4,158.1
0,70.9,125.7,-36.2,286,13.1,76.4
30.9,105.9,257.4,-19,29,16.6,111.1
0,63.1,43.4,-26.1,17,10,27
41.3,231.7,5162.2,-115.6,138,54,1806.7
31.9,50.6,32.5,-11.6,35,7.1,24.9
19.7,63.3,73.2,-16.2,51,9.3,54.5
32.8,241.3,2799.6,-134,64,54,887
29.2,74,148.8,-27.7,78,13.4,97
26.8,49.9,31.8,-11.3,38,7.1,24.9
26.4,87.7,261.8,-20.5,25,15.6,136.4
32.5,83.5,98.9,-23.7,21,12.3,62.1
20.9,72.2,92.9,-31.9,15,13.8,55.4
48.6,124.5,714.1,-56.3,28,26.2,321.1
26.1,52.4,31.6,-10.9,38,7.1,24.9
44.1,111.6,396.5,-39.8,101,20.5,175.1
32.5,143.3,582.3,-57.5,40,21.5,218.8
39.6,131.9,810.9,-42.3,54,27.2,353.9
46,75.6,75.1,-17.8,157,10.9,48.6
29,145.4,1415,-54.8,44,31.5,584.4
0,239.6,3541,-151.1,116,56.1,1174.5
31.8,110.6,851.9,-29.6,19,22,345
45.4,94.5,381.3,-38.1,41,18,205.4
0,90.2,207.7,-36.6,41,16.5,102.4
18.4,58,42.7,-15.5,122,8.8,31.8
0,231.6,6267.6,-103.5,115,48.4,968.8
0,80.7,309.3,-30.6,12,15.8,158
45.1,86.2,376.9,-39.3,53,18,205.4
17.6,120.8,363.6,-29,29,23.4,158.1
0,131.8,1810.7,-66.9,40,27.7,720.1
0,151.8,1223.8,-84.7,35,31.9,511.9
46,115.6,480.8,-14.1,27,16.6,141.4
13.2,115.4,687.9,-52.1,145,24.7,337.3
27.1,85.5,249,-32.5,29,15.7,151.9
28.8,94.9,392.6,-29.7,21,19.6,188.5
0,118.6,1046,-58.5,34,26.2,462.3
25,102.8,427.5,-15.7,53,22.3,205.9
26,97.6,427.4,-30.5,97,15.9,218.1
22.9,27.5,0.6,-4.6,6,3.3,0.5
37.6,76.7,80.1,-10.3,20,11.1,45.3
42.4,56.1,34.1,-24.3,20,8.6,20.5
0,57.7,46,-18.2,109,8.5,34.2
21.8,153.7,1155.7,-38.6,54,27.1,442.6
39.6,103.4,374,-38.1,34,19.3,211.8
0,223,5398.3,-140.1,86,58.2,1788.2
28.8,138,909.6,-48.3,48,25.4,388.5
0,74.9,94.8,-31.4,94,13,49
29.4,146.4,1396.5,-42.4,42,31.5,584.4
35.1,52.5,45.1,-6.4,9,7.9,31.7
38.5,71.2,92.8,-31.4,15,13.8,55.4
32.8,106.2,852.6,-26.6,22,22,345
0,187.1,2676,-105,36,39.6,940
0,144.5,741.5,-58.9,42,29.1,321.7
22.1,58.2,75.2,-18.9,75,10.4,45.7
0,170.7,1787.4,-99.4,296,38.1,697.8
44.7,88.4,287.3,-34.2,33,17.9,162.6
31.9,99.1,107.8,-24,38,15.4,58.7
0,172.3,2308.4,-81,94,41.9,835.2
0,85.5,111.8,-38.1,62,17.1,62
32.9,132.1,798.1,-54.5,58,27.2,353.9
40.3,69.2,40.9,-23.5,71,10.1,24.9
44.3,203.2,2497.2,-104,61,54,887
37.4,80.3,165.5,-28.3,79,14.2,84.4
0,82.7,272.8,-53,122,15.9,162.8
0,122.3,525.2,-70.4,43,28.8,233.4
0,126,413.6,-60.7,42,28,193.8
0,175.7,2685.5,-109.4,63,48.1,995.9
21.9,68.3,53.5,-17.9,8,7.9,29.2
43.6,99.8,382.4,-35.6,41,18,205.4
19.4,120.6,344.4,-19.8,22,23.4,158.1
44,209.3,1837.9,-45.9,73,40.3,674.6
37.8,224.3,4067.9,-85.1,57,47.3,1412.5
44.3,93.8,287.2,-33.8,33,17.9,162.6
21.9,54.6,43.5,-18.8,15,7.9,29.2
27.7,158,1151.1,-53.4,55,27.1,442.6
0,89.4,400,-37.4,37,18.1,218.1
0,73.1,94.4,-30,11,14,55.4
41.3,24.1,0.5,-5.7,92,3.3,0.5
36.6,56.4,71.8,-16.7,52,9.3,54.5
33.6,168,1754.6,-67.4,82,40.3,674.6
16,107.6,696.2,-54.4,131,24.7,337.3
0,230.8,3096.5,-127.8,91,48.2,983.4
34.8,113.2,858.2,-39.1,20,22,345
35.1,96.1,236.2,-9,18,16.6,111.1
29.4,215,4657.1,-127,80,48.3,1550.5
0,122.6,391.8,-44.2,33,23.6,181.3
0,185.9,2323,-122.9,95,43.7,783.7
0,93.3,258.6,-56.7,34,20,146.8
29.1,122.7,529.7,-32.9,104,22.4,219.2
24.5,117.6,747.5,-49.8,31,24.9,363
31,84.9,134.3,-28.4,11,14.8,72.9
22.5,214.6,4099.9,-93.1,56,47.3,1412.5
0,73.6,119.8,-21.2,35,12.8,76.9
18.4,64.3,134.2,-16,16,9.6,80.4
18.2,177.2,1632.7,-73.5,78,35.2,674.4
40.8,122.8,467.5,-14.5,47,22.3,205.9
0,143.3,2350.7,-70,58,34.9,939.6
0,276.2,4377,-121.2,34,37.6,651.8
0,112.7,607.5,-53.3,138,23.2,260.2
19.5,128.5,742.3,-1.6,25,24.9,363
44.7,94.6,164,-29.8,81,17.2,97.3
0,101,432,-45.3,46,19,231.8
20.7,128.5,1158.4,-19.7,44,23.5,490.5
39.8,59.3,43.3,-11.8,18,7.2,34
39.8,166.2,2006.8,-93.7,42,39,745.9
27.8,131.2,909.4,-40.4,45,25.4,388.5
0,111.6,395.2,-64.8,56,21.4,193.1
45.3,255.2,4792.6,-117,54,48.3,1550.5
0,122.8,672.5,-43.8,63,24.9,290.3
30.7,96,520.3,-30.7,43,18.8,259.9
25,74.4,95.4,-24.7,13,12.3,62.1
0,135.6,1440.2,-49.6,40,24.8,501.8
36.2,84,122.3,-27.7,80,13.6,61.9
0,149.4,869.1,-76.7,76,29.9,380.1
0,110.9,459.5,-47.2,28,20.6,219.4
33.3,117.5,522.8,-41.6,20,21.6,267.7
27.3,135.8,1426.5,-62.1,167,30.8,605.7
21.8,105.4,381.2,-42.2,97,20.5,175.1
12.1,60.1,47.8,-9.2,23,8.5,34.3
0,102.4,347.9,-47,151,20.5,163.7
47.8,78.9,48.8,-25.5,25,13.1,27.1
20.6,39,14.5,-9.7,42,5.2,13.3
36.4,102.4,388.4,-40.7,30,19.3,211.8
0,264.1,7575.4,-151.2,90,62.9,1849.8
33.9,51,16.5,-7.6,37,5.2,13.3
0,50,10.7,-9.4,14,6.6,8.7
43.9,126.9,548.7,-27.6,58,22.4,219.2
28.4,251.3,4703.4,-132,45,48.3,1550.5
49.7,34.3,19.7,-6.2,7,4.3,16.1
45.7,140,479.3,-57.2,76,27.3,206.1
0,86.5,215,-37.9,18,15.4,120.1
44.2,76.1,91.3,-10.2,22,10.2,51.6
30.6,151.5,603.8,-50.8,34,21.5,218.8
35.5,201.6,1970.6,-47.8,81,40.3,674.6
0,136.5,1659.3,-75.3,76,32.1,720.8
39.3,87.5,112.8,-32,46,15.6,65.4
